brand,age,mileage,engine_size,fuel_type,transmission,owners,condition,price
Toyota,13.6,225095,1.2,Diesel,Automatic,1,Poor,1500
Hyundai,5.8,80669,1.8,Diesel,Automatic,1,Good,10042.45
Audi,10.4,199946,4.0,Petrol,Manual,3,Good,13829.53
Honda,15.5,256964,1.2,Diesel,Manual,2,Good,1500
Toyota,17.9,312853,1.8,Petrol,Manual,4,Good,1500
Honda,2.6,26390,3.0,Electric,Manual,3,Poor,26621.8
Honda,14.0,211532,3.5,Electric,Automatic,1,Fair,5559.89
Nissan,14.3,222417,1.2,Electric,Manual,2,Good,1586.68
Maruti,18.0,254965,1.4,Electric,Automatic,3,Excellent,1500
BMW,6.3,126182,2.2,Diesel,Automatic,1,Good,18862.97
Hyundai,6.4,108773,2.0,Electric,Manual,1,Good,11003.38
Honda,16.8,308138,2.5,Electric,Automatic,1,Good,2625.78
Nissan,10.5,150690,3.5,Electric,Manual,2,Good,10017.35
Hyundai,16.9,184258,2.2,Electric,Manual,3,Excellent,2687.37
Honda,8.5,88253,2.2,Electric,Automatic,1,Good,13120.77
Toyota,2.0,25277,4.0,Diesel,Manual,4,Good,45158.89
Volkswagen,15.6,290678,1.8,Hybrid,Manual,3,Excellent,2012.63
Volkswagen,10.0,91102,1.0,Petrol,Automatic,1,Excellent,4161.79
Audi,7.6,95300,1.6,Electric,Manual,1,Excellent,15050.73
Ford,5.5,84435,3.0,Diesel,Manual,1,Good,20121.63
Maruti,5.7,80503,1.0,Electric,Automatic,2,Excellent,6027.29
Honda,16.9,295264,2.0,Electric,Manual,1,Fair,1638.9
Audi,16.7,233921,1.4,Diesel,Manual,2,Good,1990.63
Hyundai,17.2,301470,3.0,Hybrid,Manual,1,Poor,1691.7
Toyota,15.4,231133,1.0,Electric,Automatic,1,Excellent,1500
Nissan,13.8,257310,1.2,Hybrid,Automatic,2,Good,1500
Ford,10.1,175588,1.4,Diesel,Manual,1,Fair,2883.69
Toyota,12.3,166896,1.6,Petrol,Manual,1,Fair,3253.63
Maruti,13.2,195651,2.5,Diesel,Automatic,2,Excellent,3830.32
Hyundai,16.5,169705,2.0,Petrol,Automatic,1,Fair,2085.47
Toyota,15.1,267115,3.5,Petrol,Automatic,1,Excellent,4257.83
Toyota,7.1,78705,1.0,Diesel,Manual,1,Good,6237.88
Audi,16.1,205361,1.2,Hybrid,Manual,3,Good,1962.29
Nissan,1.5,19792,2.0,Electric,Manual,1,Good,27222.1
Maruti,3.3,47620,3.5,Electric,Automatic,2,Good,31735.79
Toyota,9.8,126516,4.0,Electric,Manual,1,Good,17845.85
Toyota,5.3,66611,2.5,Electric,Automatic,1,Fair,19506.84
Hyundai,6.0,78300,1.8,Petrol,Automatic,1,Good,10167.99
Volkswagen,0.8,17260,1.8,Diesel,Manual,1,Excellent,31983.19
Mercedes,6.8,68347,1.6,Diesel,Automatic,1,Good,16671.29
Ford,11.1,192646,2.2,Petrol,Automatic,1,Good,5197.12
Ford,1.0,7561,1.2,Diesel,Manual,1,Excellent,18382.41
Ford,16.2,179577,2.2,Petrol,Automatic,1,Excellent,3015.16
BMW,2.6,32955,1.6,Electric,Automatic,1,Excellent,34569.79
Volkswagen,2.2,41024,3.5,Diesel,Manual,1,Excellent,47494.43
Toyota,0.5,14396,4.0,Electric,Automatic,1,Excellent,82625.55
Hyundai,7.1,100347,4.0,Electric,Automatic,4,Good,19558.27
Maruti,14.7,148955,1.4,Electric,Manual,1,Excellent,2451.84
Volkswagen,11.9,107641,2.5,Petrol,Automatic,1,Good,8279.49
Audi,0.7,500,1.2,Electric,Manual,2,Good,27208.83
Honda,16.6,178335,4.0,Hybrid,Automatic,1,Good,5568.21
Volkswagen,1.7,18227,1.0,Petrol,Automatic,1,Excellent,15574.92
Honda,14.5,225509,3.5,Petrol,Manual,1,Good,4382.58
Volkswagen,11.5,125041,2.5,Diesel,Manual,1,Good,7814.87
Honda,9.9,180510,3.5,Hybrid,Automatic,2,Good,10886.38
Honda,5.5,93474,1.4,Petrol,Manual,3,Excellent,9036.15
Hyundai,14.0,146114,1.6,Diesel,Manual,2,Excellent,3007.62
Maruti,12.0,201147,3.0,Diesel,Manual,4,Fair,3411.74
Nissan,13.0,132901,1.2,Hybrid,Automatic,1,Excellent,3397.98
Nissan,2.9,42176,1.2,Petrol,Automatic,2,Excellent,12580.97
Volkswagen,7.4,67418,1.4,Diesel,Automatic,1,Excellent,10334.12
Hyundai,4.4,61900,1.6,Hybrid,Automatic,3,Good,12176.15
Audi,17.6,183174,1.8,Hybrid,Manual,1,Fair,2537.59
Honda,0.9,7545,2.2,Hybrid,Manual,4,Good,29874.87
Volkswagen,9.8,145357,2.0,Petrol,Automatic,2,Fair,6685.95
Ford,11.0,116920,1.6,Hybrid,Manual,1,Fair,4056.87
Ford,1.8,33077,3.5,Electric,Manual,1,Fair,39434.87
Nissan,17.7,307442,4.0,Electric,Automatic,2,Good,3285.64
Ford,7.0,97187,3.0,Hybrid,Manual,1,Good,15848.16
Audi,10.2,140778,1.4,Diesel,Manual,3,Good,5944.33
Mercedes,6.0,54037,2.2,Hybrid,Manual,1,Good,27148.35
Nissan,8.0,136310,1.0,Diesel,Manual,2,Fair,3556.97
Nissan,5.6,106667,1.8,Diesel,Manual,4,Excellent,10166.26
Volkswagen,0.9,16209,3.0,Hybrid,Automatic,2,Good,57196.28
BMW,7.2,87342,2.0,Electric,Automatic,3,Good,21296.52
Volkswagen,5.4,85118,1.0,Electric,Automatic,2,Excellent,9565.73
Maruti,16.8,307204,2.0,Petrol,Manual,1,Good,1500
Nissan,13.0,219436,4.0,Diesel,Manual,1,Good,5986.14
Toyota,5.4,80977,1.8,Hybrid,Automatic,1,Excellent,15410.86
Honda,5.3,92010,4.0,Electric,Automatic,1,Excellent,37450.23
Maruti,11.7,198316,1.2,Electric,Automatic,1,Excellent,2538.01
Mercedes,1.1,22549,3.5,Petrol,Automatic,3,Good,78056.72
Nissan,11.8,149032,1.6,Petrol,Manual,1,Poor,2382.93
Volkswagen,2.5,32714,3.5,Hybrid,Automatic,1,Fair,41422.63
Nissan,4.0,59928,1.6,Petrol,Automatic,3,Good,12525.17
BMW,5.0,62198,4.0,Hybrid,Automatic,1,Excellent,56825.71
Hyundai,4.8,85549,1.6,Diesel,Automatic,1,Good,11508.38
Audi,6.4,110488,1.0,Electric,Automatic,1,Good,10127.47
BMW,0.6,11928,1.6,Electric,Manual,1,Fair,38171.82
Volkswagen,10.9,202731,4.0,Electric,Manual,1,Excellent,12435.48
Nissan,7.0,54469,1.8,Petrol,Automatic,2,Poor,8066.29
Audi,2.7,33193,1.0,Diesel,Manual,4,Fair,12016.39
Audi,8.5,156056,1.2,Electric,Manual,1,Good,6941.12
Volkswagen,4.0,62723,3.5,Petrol,Manual,1,Fair,29515.12
Mercedes,3.0,32110,1.8,Petrol,Automatic,2,Good,32751.28
Audi,2.1,25459,3.5,Hybrid,Manual,2,Good,59328.0
Audi,2.4,26508,2.0,Hybrid,Automatic,2,Good,39872.5
Volkswagen,9.7,148845,1.6,Petrol,Manual,2,Good,5863.17
Ford,16.9,371494,1.8,Hybrid,Automatic,1,Good,1698.87
Ford,15.2,283066,3.5,Petrol,Automatic,1,Good,3729.19
Audi,12.3,190226,2.2,Hybrid,Manual,1,Poor,5359.83
Toyota,1.7,24544,1.4,Petrol,Manual,1,Good,18435.75
BMW,12.2,208842,2.5,Diesel,Manual,1,Good,7096.73
Honda,11.0,122660,1.2,Petrol,Automatic,1,Poor,2980.59
Nissan,16.7,205366,4.0,Diesel,Manual,1,Excellent,4800.23
Ford,14.8,166273,2.2,Diesel,Automatic,1,Good,3683.18
Maruti,16.3,205031,2.5,Petrol,Manual,2,Fair,1824.09
Volkswagen,12.1,160406,1.2,Petrol,Automatic,1,Excellent,3738.05
Hyundai,5.4,67682,1.4,Diesel,Manual,3,Good,8399.2
Volkswagen,15.3,240184,1.6,Diesel,Manual,1,Excellent,2152.82
Toyota,10.8,163756,3.0,Petrol,Automatic,1,Fair,7854.9
Nissan,17.4,187752,1.4,Diesel,Automatic,2,Good,1500
Hyundai,10.0,134585,3.5,Petrol,Manual,1,Good,10172.69
Volkswagen,2.0,29530,2.2,Petrol,Manual,1,Excellent,32348.91
Volkswagen,9.6,161194,2.0,Electric,Automatic,3,Poor,5547.69
Hyundai,16.4,143381,1.6,Petrol,Manual,4,Good,1893.77
BMW,12.3,223328,1.6,Hybrid,Manual,2,Good,4191.01
Nissan,10.7,166786,1.2,Hybrid,Manual,1,Good,3003.75
Hyundai,11.8,134577,1.2,Hybrid,Manual,1,Good,3058.4
Nissan,10.0,125579,1.6,Electric,Manual,1,Good,5723.15
Ford,8.5,128664,2.2,Hybrid,Automatic,1,Good,9400.08
BMW,8.3,117022,2.2,Electric,Manual,1,Fair,15036.84
Maruti,12.3,173491,3.0,Electric,Manual,2,Good,5588.47
Maruti,8.8,140182,2.5,Hybrid,Automatic,1,Good,8441.66
BMW,16.5,288512,2.0,Electric,Manual,3,Fair,2691.72
Audi,2.4,28405,2.2,Diesel,Manual,4,Excellent,38475.38
Hyundai,15.7,232431,2.0,Hybrid,Manual,2,Fair,1641.26
Toyota,15.8,268078,2.0,Diesel,Automatic,1,Fair,1964.61
Ford,9.6,74489,2.5,Electric,Automatic,4,Good,9982.97
Maruti,3.9,47069,1.2,Electric,Manual,1,Good,10194.56
Toyota,9.1,56860,1.4,Hybrid,Automatic,1,Excellent,8559.6
Maruti,4.2,66279,1.2,Diesel,Manual,1,Poor,5613.99
BMW,0.8,4700,1.4,Hybrid,Automatic,1,Fair,30554.58
Audi,17.0,215937,4.0,Electric,Automatic,3,Good,6593.44
Mercedes,5.8,96197,4.0,Hybrid,Automatic,1,Fair,38885.43
BMW,6.8,88794,1.8,Electric,Automatic,2,Good,19143.76
Volkswagen,16.2,195943,3.0,Diesel,Automatic,1,Fair,3442.84
Hyundai,12.0,134532,2.2,Hybrid,Manual,1,Good,4994.84
Mercedes,9.6,174944,1.6,Hybrid,Automatic,1,Good,9633.77
Mercedes,4.8,45440,4.0,Diesel,Automatic,1,Fair,54242.42
Volkswagen,17.9,258763,2.0,Petrol,Automatic,1,Excellent,1948.58
Ford,9.8,129032,2.2,Petrol,Manual,1,Good,7164.62
Maruti,13.8,239361,3.5,Diesel,Automatic,3,Fair,2888.59
Hyundai,12.2,161632,4.0,Petrol,Manual,1,Good,7955.03
Hyundai,2.4,21856,1.0,Petrol,Automatic,4,Excellent,10544.93
Mercedes,4.2,75715,1.6,Hybrid,Automatic,2,Good,22830.44
BMW,14.9,140680,2.5,Electric,Manual,1,Fair,7054.33
BMW,12.0,173876,3.5,Diesel,Automatic,1,Fair,11679.85
Mercedes,3.1,44176,2.2,Diesel,Automatic,1,Excellent,41951.77
BMW,10.2,156813,4.0,Petrol,Automatic,2,Good,18954.42
Toyota,14.5,232395,4.0,Petrol,Manual,1,Fair,4287.36
Hyundai,13.7,261633,1.6,Hybrid,Manual,1,Good,1785.06
Honda,7.8,113278,1.6,Petrol,Manual,3,Good,7089.81
Volkswagen,13.1,150355,1.4,Petrol,Manual,2,Excellent,3255.43
Mercedes,9.7,176651,3.0,Hybrid,Manual,1,Good,16175.82
Honda,11.1,171675,2.2,Diesel,Automatic,3,Good,6064.96
Audi,17.0,203544,1.8,Diesel,Manual,3,Fair,2256.3
Honda,17.1,256723,1.6,Petrol,Automatic,1,Fair,1500
Honda,12.0,181912,4.0,Diesel,Automatic,1,Excellent,9922.0
BMW,2.4,28533,1.8,Electric,Automatic,1,Excellent,43037.43
Maruti,1.6,23185,2.0,Electric,Automatic,1,Excellent,26308.12
Mercedes,4.9,52883,3.5,Petrol,Manual,2,Fair,41550.36
Maruti,9.0,118251,1.2,Petrol,Automatic,1,Good,4260.22
Maruti,2.7,35750,2.0,Diesel,Manual,1,Fair,13505.63
Ford,12.5,164473,1.2,Hybrid,Manual,2,Excellent,2840.38
Volkswagen,10.4,169601,1.2,Hybrid,Automatic,2,Excellent,4016.27
Toyota,6.8,72460,3.5,Petrol,Automatic,2,Good,20785.42
Honda,7.0,85382,1.6,Petrol,Manual,2,Excellent,9560.6
Ford,14.1,188894,2.2,Hybrid,Manual,3,Fair,2812.08
Toyota,3.5,52519,2.0,Hybrid,Manual,1,Fair,18533.21
Mercedes,0.6,15521,1.6,Hybrid,Automatic,1,Excellent,47446.84
Volkswagen,10.0,133704,1.2,Diesel,Automatic,1,Excellent,5255.23
Hyundai,2.3,33460,1.6,Electric,Manual,1,Excellent,18676.59
Hyundai,14.4,195799,1.4,Diesel,Manual,3,Good,1753.96
Nissan,2.6,32293,4.0,Petrol,Manual,1,Good,38507.82
Audi,17.8,174757,2.2,Electric,Automatic,1,Excellent,4527.21
Toyota,0.9,20020,1.4,Petrol,Manual,4,Fair,14996.35
Mercedes,10.3,155100,1.0,Electric,Manual,1,Good,5127.36
Nissan,7.0,114066,1.2,Petrol,Automatic,2,Good,5546.32
Maruti,8.8,144644,3.5,Petrol,Manual,1,Good,10064.71
BMW,8.2,121735,4.0,Hybrid,Manual,3,Excellent,27721.52
Volkswagen,13.9,215069,2.2,Diesel,Manual,1,Good,3468.5
Audi,2.2,30348,3.0,Electric,Manual,1,Excellent,61435.8
Mercedes,12.2,90510,1.2,Hybrid,Manual,1,Excellent,7327.27
BMW,0.5,14874,4.0,Hybrid,Manual,2,Excellent,99981.76
Mercedes,9.4,95310,1.2,Hybrid,Manual,3,Good,7220.67
Audi,1.0,14911,1.8,Hybrid,Automatic,3,Excellent,38978.51
BMW,0.6,1831,1.8,Diesel,Automatic,2,Good,43385.81
Honda,13.9,261633,3.5,Diesel,Manual,2,Excellent,4933.78
Maruti,4.4,60218,1.2,Hybrid,Manual,2,Excellent,8572.14
Audi,3.5,60395,3.0,Diesel,Manual,1,Excellent,43953.85
Volkswagen,11.9,105821,2.5,Electric,Automatic,3,Good,9318.06
Audi,11.4,138517,1.0,Diesel,Manual,1,Excellent,4278.09
Hyundai,17.8,231269,2.0,Petrol,Manual,1,Good,1500
Hyundai,7.6,128600,1.6,Petrol,Manual,2,Poor,4205.46
Ford,13.5,222445,2.2,Hybrid,Manual,1,Good,3323.52
Honda,2.1,18662,1.6,Petrol,Automatic,1,Poor,15026.67
BMW,11.8,143459,1.0,Hybrid,Automatic,1,Good,4490.81
Ford,2.5,31471,1.6,Hybrid,Manual,2,Excellent,16883.28
Hyundai,5.2,78608,1.0,Petrol,Manual,1,Excellent,6593.15
Hyundai,13.6,153422,2.0,Diesel,Automatic,2,Fair,3252.0
Maruti,16.5,198432,3.0,Hybrid,Automatic,4,Excellent,2788.04
Ford,3.0,34833,2.0,Petrol,Automatic,2,Excellent,19999.04
Hyundai,10.3,107731,1.2,Electric,Automatic,3,Fair,3367.4
Honda,14.8,190103,1.4,Petrol,Manual,2,Good,1928.86
Mercedes,2.2,27510,1.6,Electric,Manual,1,Good,33300.46
Toyota,11.1,197105,1.0,Hybrid,Automatic,2,Good,2438.28
Mercedes,6.8,75067,3.5,Electric,Manual,2,Fair,32766.07
Maruti,15.7,156573,1.2,Diesel,Automatic,2,Fair,1500
Honda,1.7,28131,1.6,Diesel,Automatic,1,Good,23679.32
Ford,2.6,41486,4.0,Petrol,Manual,1,Good,38167.71
Mercedes,2.1,12486,3.5,Diesel,Manual,1,Fair,63595.27
Ford,13.3,163166,2.2,Petrol,Manual,2,Good,3859.43
Nissan,15.8,268827,1.8,Petrol,Manual,2,Excellent,1853.55
Hyundai,0.6,12556,3.5,Petrol,Manual,2,Good,40259.5
Volkswagen,17.8,119548,1.0,Petrol,Automatic,1,Excellent,1633.97
Nissan,11.4,186889,1.2,Electric,Automatic,3,Excellent,3144.17
Maruti,1.5,7901,1.4,Petrol,Manual,2,Good,14047.1
Hyundai,11.3,151303,1.4,Diesel,Manual,2,Excellent,3179.58
Volkswagen,10.7,149058,2.2,Electric,Manual,1,Good,7510.09
Maruti,4.9,51203,1.2,Diesel,Manual,3,Fair,6161.09
Mercedes,11.9,135451,1.4,Diesel,Manual,1,Excellent,6981.31
Mercedes,12.3,92578,3.0,Electric,Manual,1,Excellent,18712.85
Volkswagen,16.3,211573,1.8,Electric,Automatic,1,Excellent,2673.64
Nissan,3.6,61148,3.5,Electric,Manual,1,Excellent,35446.58
Hyundai,3.4,37844,3.0,Electric,Automatic,3,Poor,19169.32
Toyota,4.9,69196,2.2,Hybrid,Automatic,1,Good,21403.11
Volkswagen,6.2,99125,1.8,Diesel,Manual,1,Good,12209.55
Maruti,6.5,41907,1.4,Diesel,Automatic,4,Fair,5882.13
Volkswagen,9.5,108478,2.2,Electric,Automatic,1,Fair,10183.66
Audi,12.8,256448,4.0,Hybrid,Manual,1,Good,8864.05
Toyota,17.4,252675,1.6,Hybrid,Manual,1,Good,1500
Hyundai,7.8,130482,2.0,Hybrid,Manual,2,Good,7729.94
Ford,4.1,53960,1.6,Hybrid,Automatic,1,Poor,10575.66
Mercedes,6.2,60115,1.0,Hybrid,Manual,1,Good,12385.67
Mercedes,16.3,281120,3.0,Diesel,Automatic,2,Excellent,5303.8
Toyota,15.3,303459,2.0,Diesel,Automatic,3,Poor,1533.93
Volkswagen,15.8,225181,1.8,Hybrid,Manual,1,Good,2278.53
BMW,13.8,238324,2.2,Hybrid,Manual,1,Good,5059.02
Toyota,14.0,199450,1.4,Electric,Manual,4,Good,2319.25
BMW,0.5,1267,1.8,Electric,Manual,3,Fair,37809.51
Volkswagen,13.8,199523,1.0,Hybrid,Manual,1,Excellent,1946.15
Volkswagen,4.3,53298,1.8,Electric,Automatic,1,Good,20405.26
BMW,2.3,19903,1.2,Diesel,Automatic,1,Good,23202.01
Audi,13.0,157066,1.0,Petrol,Automatic,1,Fair,2600.33
Ford,12.3,181732,1.4,Hybrid,Automatic,2,Good,3163.12
Nissan,16.5,173643,3.5,Hybrid,Automatic,2,Good,4125.99
Nissan,13.0,98639,1.4,Hybrid,Automatic,2,Fair,3003.46
Toyota,17.3,185570,1.6,Hybrid,Automatic,1,Fair,2037.49
Volkswagen,8.7,127251,1.2,Diesel,Automatic,1,Good,5948.01
Audi,13.9,195335,4.0,Petrol,Manual,2,Excellent,10198.79
Volkswagen,7.0,69886,2.0,Electric,Automatic,1,Good,15194.52
Hyundai,12.0,149571,2.2,Diesel,Manual,3,Excellent,4222.26
Toyota,15.6,289201,1.0,Petrol,Manual,1,Excellent,1500
Mercedes,10.7,132119,4.0,Petrol,Automatic,3,Poor,14342.26
Hyundai,9.3,137844,2.5,Hybrid,Manual,1,Good,8020.82
Audi,7.9,69837,1.2,Hybrid,Automatic,2,Good,9591.81
Volkswagen,12.2,179690,2.2,Petrol,Automatic,2,Good,5091.15
Hyundai,17.6,205078,3.5,Petrol,Automatic,2,Fair,2657.04
Ford,10.5,133573,1.4,Petrol,Automatic,1,Good,4300.42
BMW,11.4,171247,2.2,Electric,Manual,1,Excellent,10448.97
Toyota,5.9,88281,1.8,Petrol,Automatic,1,Fair,11147.14
Hyundai,3.4,49006,2.5,Diesel,Manual,1,Good,21596.85
Ford,16.5,241079,1.6,Diesel,Automatic,4,Good,1500
Volkswagen,7.7,97832,2.5,Petrol,Manual,3,Excellent,13366.3
Hyundai,9.5,128334,1.6,Hybrid,Automatic,1,Excellent,6927.36
BMW,17.1,242592,3.0,Diesel,Manual,1,Good,3846.56
Maruti,1.5,18479,3.5,Petrol,Manual,4,Good,30576.68
Volkswagen,6.3,103915,3.0,Petrol,Automatic,1,Fair,17983.68
Honda,10.8,175219,1.8,Petrol,Manual,2,Poor,3121.74
Nissan,1.6,22059,1.8,Diesel,Manual,1,Excellent,22167.09
Maruti,8.6,81059,1.6,Petrol,Manual,1,Good,5651.09
Audi,16.3,246936,1.8,Hybrid,Manual,1,Excellent,2986.35
BMW,15.4,185836,1.2,Petrol,Automatic,1,Good,2738.37
Nissan,2.0,30235,1.2,Hybrid,Automatic,2,Good,14225.12
Volkswagen,13.5,154385,2.2,Electric,Automatic,1,Good,6390.66
Ford,11.0,212369,1.2,Electric,Automatic,1,Good,2673.23
Honda,0.9,14035,1.2,Hybrid,Manual,1,Fair,15857.17
Nissan,11.6,150511,1.4,Petrol,Automatic,1,Good,3307.96
Honda,11.6,157609,2.5,Diesel,Automatic,3,Good,6687.24
Volkswagen,17.2,167825,1.0,Hybrid,Manual,2,Excellent,1500
Hyundai,9.1,115914,1.4,Diesel,Manual,1,Excellent,5250.98
Audi,16.5,164672,1.8,Diesel,Automatic,2,Good,3820.58
Hyundai,2.0,29848,2.0,Petrol,Automatic,2,Good,22894.57
Toyota,12.9,254802,1.4,Hybrid,Manual,2,Excellent,2213.81
Ford,5.1,70350,2.2,Hybrid,Automatic,1,Fair,13717.23
Maruti,17.4,240274,1.0,Petrol,Automatic,1,Poor,1500
Volkswagen,6.3,90814,2.0,Hybrid,Automatic,2,Good,14520.63
Volkswagen,12.7,155180,3.5,Diesel,Automatic,2,Excellent,8912.8
Ford,15.3,149657,1.0,Diesel,Automatic,1,Good,1500
Maruti,5.3,78330,2.5,Petrol,Manual,1,Excellent,15320.78
Mercedes,15.5,255271,3.0,Electric,Manual,2,Poor,3692.27
Maruti,5.6,50134,1.2,Electric,Automatic,2,Fair,7199.47
Audi,2.7,27434,1.6,Hybrid,Automatic,1,Excellent,30612.77
Maruti,6.3,115443,1.6,Hybrid,Manual,2,Good,6561.54
Nissan,13.6,189422,2.2,Diesel,Manual,1,Good,3309.77
Nissan,12.1,147419,1.4,Petrol,Manual,1,Excellent,3265.27
Nissan,9.5,134835,2.2,Hybrid,Automatic,3,Good,7183.95
Nissan,0.8,19280,2.2,Diesel,Automatic,4,Fair,21742.37
Audi,6.4,74104,1.2,Petrol,Automatic,1,Good,12508.37
Hyundai,11.0,195870,1.4,Hybrid,Automatic,1,Good,3078.36
Honda,12.9,285132,1.8,Diesel,Automatic,1,Fair,2440.55
Honda,14.3,167321,3.5,Diesel,Automatic,2,Good,6194.02
Volkswagen,5.9,105970,1.2,Hybrid,Manual,3,Excellent,8102.1
Toyota,10.4,128463,1.6,Diesel,Manual,3,Good,5077.63
Hyundai,10.6,154651,4.0,Electric,Manual,1,Good,11118.3
Nissan,14.4,186837,1.6,Diesel,Automatic,1,Good,2306.19
Mercedes,8.1,109921,1.0,Petrol,Automatic,1,Excellent,8266.28
Mercedes,10.2,153528,1.2,Diesel,Automatic,2,Good,6380.94
Audi,2.3,25629,2.0,Petrol,Automatic,1,Excellent,40911.75
Volkswagen,1.2,14356,2.2,Hybrid,Manual,1,Excellent,37908.42
Mercedes,11.4,185762,1.2,Electric,Automatic,1,Good,5643.22
Ford,14.6,199307,2.0,Petrol,Automatic,4,Fair,2278.44
BMW,10.2,104401,1.0,Electric,Manual,1,Excellent,6469.45
Ford,7.8,128560,1.6,Hybrid,Automatic,1,Good,6976.49
Toyota,15.0,238189,2.0,Petrol,Manual,1,Good,2385.32
Honda,3.2,37828,4.0,Electric,Manual,1,Good,45767.27
Nissan,3.6,54497,4.0,Electric,Automatic,1,Good,37926.84
Hyundai,7.1,93661,2.0,Petrol,Automatic,1,Fair,8710.95
BMW,11.7,227410,1.8,Hybrid,Automatic,1,Fair,5249.26
Maruti,3.6,38029,1.4,Electric,Manual,1,Poor,8456.15
Honda,6.6,72091,2.0,Petrol,Manual,1,Poor,8671.81
Mercedes,8.6,117219,1.6,Electric,Manual,2,Fair,10132.25
Audi,2.8,33572,2.0,Electric,Automatic,1,Excellent,41055.15
Mercedes,11.8,149580,4.0,Electric,Automatic,1,Good,19713.34
Ford,9.9,158184,2.0,Electric,Automatic,2,Good,6649.51
Audi,6.8,115248,3.0,Petrol,Manual,2,Fair,19497.57
Honda,14.1,166461,2.2,Electric,Automatic,1,Excellent,5369.84
Honda,4.9,84440,3.5,Petrol,Automatic,2,Good,24363.44
BMW,17.5,192727,1.2,Electric,Manual,1,Excellent,2318.32
Mercedes,7.0,122017,2.2,Diesel,Automatic,1,Excellent,20100.97
Toyota,13.8,244058,2.5,Hybrid,Automatic,2,Good,3161.96
Volkswagen,12.8,208934,1.4,Petrol,Automatic,3,Excellent,2728.15
BMW,12.1,130290,3.5,Diesel,Automatic,4,Fair,12044.61
Audi,18.0,315676,2.0,Hybrid,Manual,1,Good,2522.34
Mercedes,14.1,236937,1.6,Petrol,Manual,2,Excellent,3516.0
BMW,1.3,18755,2.5,Hybrid,Automatic,4,Excellent,52438.83
BMW,6.0,91750,3.5,Petrol,Automatic,1,Excellent,39540.75
Toyota,12.1,154129,2.5,Electric,Automatic,3,Good,7265.95
Nissan,3.5,71540,2.0,Hybrid,Manual,3,Good,18049.96
Maruti,17.1,282440,1.2,Hybrid,Automatic,3,Excellent,1500
BMW,14.4,147887,1.4,Diesel,Automatic,3,Fair,3603.55
Honda,16.7,162647,3.5,Diesel,Automatic,2,Fair,4035.64
Hyundai,8.4,141023,1.8,Electric,Manual,1,Good,6839.19
Hyundai,5.4,82711,1.2,Electric,Manual,1,Poor,6232.24
Hyundai,3.0,56828,1.6,Petrol,Manual,1,Poor,9696.44
Volkswagen,9.5,71306,1.2,Hybrid,Manual,1,Good,6504.64
Mercedes,12.1,246556,1.6,Petrol,Manual,1,Good,4214.8
Nissan,4.1,58118,2.2,Hybrid,Automatic,3,Good,16429.44
Toyota,17.8,255773,4.0,Diesel,Automatic,1,Fair,2962.28
Hyundai,0.5,500,2.2,Petrol,Automatic,1,Excellent,34947.54
Nissan,15.3,237260,2.2,Petrol,Automatic,2,Excellent,2251.93
BMW,16.0,280964,4.0,Electric,Automatic,1,Good,7061.59
Honda,7.5,132093,2.0,Diesel,Manual,1,Fair,7648.46
Maruti,1.1,6166,3.5,Petrol,Manual,1,Good,37558.19
Maruti,8.4,108376,1.0,Electric,Manual,1,Poor,2812.62
Ford,10.6,180817,2.5,Diesel,Manual,4,Poor,3966.0
Volkswagen,13.3,203379,2.0,Petrol,Manual,1,Good,3533.73
Toyota,10.1,92185,3.0,Petrol,Manual,3,Poor,7858.19
Hyundai,10.0,192835,3.0,Petrol,Manual,1,Good,6544.39
Hyundai,15.4,186998,2.5,Hybrid,Manual,2,Fair,2958.35
Honda,5.8,109545,1.2,Diesel,Manual,2,Good,7556.07
Maruti,12.9,96070,3.5,Electric,Automatic,1,Poor,6569.16
Toyota,3.9,56565,2.0,Petrol,Automatic,1,Good,20060.58
Volkswagen,0.6,8862,1.2,Diesel,Automatic,1,Good,20962.94
Nissan,8.4,103445,2.2,Hybrid,Manual,1,Good,9739.57
Mercedes,6.2,100836,4.0,Hybrid,Manual,3,Good,36759.66
BMW,4.5,60136,1.8,Hybrid,Automatic,3,Poor,16602.31
Mercedes,17.9,251700,2.0,Electric,Manual,2,Fair,2645.08
BMW,15.3,210270,3.0,Petrol,Automatic,3,Excellent,6174.39
Toyota,8.5,134667,3.5,Electric,Automatic,1,Excellent,19693.16
Maruti,8.8,145670,1.8,Electric,Automatic,1,Excellent,6391.08
Maruti,14.3,239366,1.4,Diesel,Automatic,1,Good,1500
BMW,10.6,135395,3.5,Hybrid,Automatic,2,Excellent,19295.17
Volkswagen,7.1,94474,3.5,Hybrid,Manual,1,Excellent,22669.51
Toyota,11.4,190547,2.5,Hybrid,Automatic,1,Fair,5337.51
BMW,10.5,163580,2.2,Hybrid,Manual,3,Fair,8263.71
Honda,1.5,21072,2.5,Petrol,Manual,2,Good,27054.56
Ford,12.1,97626,1.0,Diesel,Automatic,1,Excellent,3081.97
Toyota,14.3,123629,1.6,Electric,Automatic,1,Fair,3364.91
Toyota,15.1,93748,2.2,Diesel,Manual,1,Good,4996.39
Nissan,15.9,255658,2.0,Petrol,Manual,1,Excellent,1766.38
Toyota,1.1,14069,2.2,Electric,Automatic,1,Fair,33684.61
Maruti,11.6,177116,3.0,Electric,Automatic,4,Fair,4756.57
